parent_entity,parent_id,parent_rel,rel_type,id,name,description,label,instanceType,definedProcedures,biomedicalConceptIds,nextId,timelineId,previousId,bcSurrogateIds,bcCategoryIds
ScheduledActivityInstance,ScheduledActivityInstance_17,activityIds,reference,Activity_30,NPI-X,,NPI-X,Activity,False,False,Activity_31,,Activity_29,False,False
ScheduledActivityInstance,ScheduledActivityInstance_18,activityIds,reference,Activity_30,NPI-X,,NPI-X,Activity,False,False,Activity_31,,Activity_29,False,False
ScheduledActivityInstance,ScheduledActivityInstance_19,activityIds,reference,Activity_13,Vital signs / Temperature,,Vital Signs and Temperature,Activity,False,True,Activity_14,ScheduleTimeline_3,Activity_12,False,False
ScheduledActivityInstance,ScheduledActivityInstance_19,activityIds,reference,Activity_16,ECG,,ECG,Activity,False,False,Activity_17,,Activity_15,False,False
ScheduledActivityInstance,ScheduledActivityInstance_19,activityIds,reference,Activity_19,Concomitant medications,,Concomitant medications,Activity,False,False,Activity_20,,Activity_18,False,False
ScheduledActivityInstance,ScheduledActivityInstance_19,activityIds,reference,Activity_20,Hematology,,Hematology,Activity,False,False,Activity_21,,Activity_19,False,False
ScheduledActivityInstance,ScheduledActivityInstance_19,activityIds,reference,Activity_21,Chemistry,,Chemistry,Activity,False,True,Activity_22,,Activity_20,False,False
ScheduledActivityInstance,ScheduledActivityInstance_19,activityIds,reference,Activity_25,Study drug,,"Study drug record , Medications dispensed, Medications returned",Activity,False,False,Activity_26,,Activity_24,False,False
ScheduledActivityInstance,ScheduledActivityInstance_19,activityIds,reference,Activity_27,ADAS-Cog,,ADAS-Cog,Activity,False,False,Activity_28,,Activity_26,False,False
ScheduledActivityInstance,ScheduledActivityInstance_19,activityIds,reference,Activity_28,CIBIC+,,CIBIC+,Activity,False,False,Activity_29,,Activity_27,False,False
ScheduledActivityInstance,ScheduledActivityInstance_19,activityIds,reference,Activity_29,DAD,,DAD,Activity,False,False,Activity_30,,Activity_28,False,False
ScheduledActivityInstance,ScheduledActivityInstance_19,activityIds,reference,Activity_30,NPI-X,,NPI-X,Activity,False,False,Activity_31,,Activity_29,False,False
ScheduledActivityInstance,ScheduledActivityInstance_20,activityIds,reference,Activity_30,NPI-X,,NPI-X,Activity,False,False,Activity_31,,Activity_29,False,False
ScheduledActivityInstance,ScheduledActivityInstance_21,activityIds,reference,Activity_13,Vital signs / Temperature,,Vital Signs and Temperature,Activity,False,True,Activity_14,ScheduleTimeline_3,Activity_12,False,False
ScheduledActivityInstance,ScheduledActivityInstance_21,activityIds,reference,Activity_16,ECG,,ECG,Activity,False,False,Activity_17,,Activity_15,False,False
ScheduledActivityInstance,ScheduledActivityInstance_21,activityIds,reference,Activity_19,Concomitant medications,,Concomitant medications,Activity,False,False,Activity_20,,Activity_18,False,False
ScheduledActivityInstance,ScheduledActivityInstance_21,activityIds,reference,Activity_20,Hematology,,Hematology,Activity,False,False,Activity_21,,Activity_19,False,False
ScheduledActivityInstance,ScheduledActivityInstance_21,activityIds,reference,Activity_21,Chemistry,,Chemistry,Activity,False,True,Activity_22,,Activity_20,False,False
ScheduledActivityInstance,ScheduledActivityInstance_21,activityIds,reference,Activity_23,Plasma Specimen (Xanomeline),,Plasma Specimen (Xanomeline),Activity,False,False,Activity_24,,Activity_22,False,False
ScheduledActivityInstance,ScheduledActivityInstance_21,activityIds,reference,Activity_25,Study drug,,"Study drug record , Medications dispensed, Medications returned",Activity,False,False,Activity_26,,Activity_24,False,False
ScheduledActivityInstance,ScheduledActivityInstance_21,activityIds,reference,Activity_30,NPI-X,,NPI-X,Activity,False,False,Activity_31,,Activity_29,False,False
ScheduledActivityInstance,ScheduledActivityInstance_22,activityIds,reference,Activity_30,NPI-X,,NPI-X,Activity,False,False,Activity_31,,Activity_29,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_13,Vital signs / Temperature,,Vital Signs and Temperature,Activity,False,True,Activity_14,ScheduleTimeline_3,Activity_12,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_16,ECG,,ECG,Activity,False,False,Activity_17,,Activity_15,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_19,Concomitant medications,,Concomitant medications,Activity,False,False,Activity_20,,Activity_18,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_20,Hematology,,Hematology,Activity,False,False,Activity_21,,Activity_19,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_21,Chemistry,,Chemistry,Activity,False,True,Activity_22,,Activity_20,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_22,Uninalysis,,Uninalysis,Activity,False,False,Activity_23,,Activity_21,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_25,Study drug,,"Study drug record , Medications dispensed, Medications returned",Activity,False,False,Activity_26,,Activity_24,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_27,ADAS-Cog,,ADAS-Cog,Activity,False,False,Activity_28,,Activity_26,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_28,CIBIC+,,CIBIC+,Activity,False,False,Activity_29,,Activity_27,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_29,DAD,,DAD,Activity,False,False,Activity_30,,Activity_28,False,False
ScheduledActivityInstance,ScheduledActivityInstance_23,activityIds,reference,Activity_30,NPI-X,,NPI-X,Activity,False,False,Activity_31,,Activity_29,False,False
ScheduledActivityInstance,ScheduledActivityInstance_24,activityIds,reference,Activity_7,Physical examination,,Physical examination,Activity,False,False,Activity_8,,Activity_6,False,False
ScheduledActivityInstance,ScheduledActivityInstance_24,activityIds,reference,Activity_13,Vital signs / Temperature,,Vital Signs and Temperature,Activity,False,True,Activity_14,ScheduleTimeline_3,Activity_12,False,False
ScheduledActivityInstance,ScheduledActivityInstance_24,activityIds,reference,Activity_16,ECG,,ECG,Activity,False,False,Activity_17,,Activity_15,False,False
ScheduledActivityInstance,ScheduledActivityInstance_24,activityIds,reference,Activity_19,Concomitant medications,,Concomitant medications,Activity,False,False,Activity_20,,Activity_18,False,False
ScheduledActivityInstance,ScheduledActivityInstance_24,activityIds,reference,Activity_20,Hematology,,Hematology,Activity,False,False,Activity_21,,Activity_19,False,False
ScheduledActivityInstance,ScheduledActivityInstance_24,activityIds,reference,Activity_21,Chemistry,,Chemistry,Activity,False,True,Activity_22,,Activity_20,False,False
ScheduledActivityInstance,ScheduledActivityInstance_24,activityIds,reference,Activity_25,Study drug,,"Study drug record , Medications dispensed, Medications returned",Activity,False,False,Activity_26,,Activity_24,False,False
ScheduledActivityInstance,ScheduledActivityInstance_24,activityIds,reference,Activity_26,TTS Acceptability Survey,,TTS Acceptability Survey,Activity,False,False,Activity_27,,Activity_25,False,False
ScheduledActivityInstance,ScheduledActivityInstance_24,activityIds,reference,Activity_30,NPI-X,,NPI-X,Activity,False,False,Activity_31,,Activity_29,False,False
ScheduledActivityInstance,ScheduledActivityInstance_1,activityIds,reference,Activity_31,Adverse events,,Adverse events,Activity,False,True,Activity_32,,Activity_30,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_7,Physical examination,,Physical examination,Activity,False,False,Activity_8,,Activity_6,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_13,Vital signs / Temperature,,Vital Signs and Temperature,Activity,False,True,Activity_14,ScheduleTimeline_3,Activity_12,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_16,ECG,,ECG,Activity,False,False,Activity_17,,Activity_15,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_19,Concomitant medications,,Concomitant medications,Activity,False,False,Activity_20,,Activity_18,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_20,Hematology,,Hematology,Activity,False,False,Activity_21,,Activity_19,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_21,Chemistry,,Chemistry,Activity,False,True,Activity_22,,Activity_20,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_22,Uninalysis,,Uninalysis,Activity,False,False,Activity_23,,Activity_21,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_23,Plasma Specimen (Xanomeline),,Plasma Specimen (Xanomeline),Activity,False,False,Activity_24,,Activity_22,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_25,Study drug,,"Study drug record , Medications dispensed, Medications returned",Activity,False,False,Activity_26,,Activity_24,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_26,TTS Acceptability Survey,,TTS Acceptability Survey,Activity,False,False,Activity_27,,Activity_25,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_27,ADAS-Cog,,ADAS-Cog,Activity,False,False,Activity_28,,Activity_26,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_28,CIBIC+,,CIBIC+,Activity,False,False,Activity_29,,Activity_27,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_29,DAD,,DAD,Activity,False,False,Activity_30,,Activity_28,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_30,NPI-X,,NPI-X,Activity,False,False,Activity_31,,Activity_29,False,False
ScheduledActivityInstance,ScheduledActivityInstance_2,activityIds,reference,Activity_32,Check adverse events,,Check adverse events,Activity,False,False,Activity_33,ScheduleTimeline_1,Activity_31,False,False
ScheduledActivityInstance,ScheduledActivityInstance_3,activityIds,reference,Activity_33,Supine,,Subject supine,Activity,True,False,Activity_34,,Activity_32,False,False
ScheduledActivityInstance,ScheduledActivityInstance_4,activityIds,reference,Activity_34,Vital Signs Supine,,Vital signs while supine,Activity,False,True,Activity_35,,Activity_33,False,False
ScheduledActivityInstance,ScheduledActivityInstance_5,activityIds,reference,Activity_35,Stand,,Subject Standing,Activity,True,False,Activity_36,,Activity_34,False,False
ScheduledActivityInstance,ScheduledActivityInstance_6,activityIds,reference,Activity_36,Vital Signs Standing,,Vital signs while standing,Activity,False,True,,,Activity_35,False,False
ScheduledActivityInstance,ScheduledActivityInstance_7,activityIds,reference,Activity_35,Stand,,Subject Standing,Activity,True,False,Activity_36,,Activity_34,False,False
ScheduledActivityInstance,ScheduledActivityInstance_8,activityIds,reference,Activity_36,Vital Signs Standing,,Vital signs while standing,Activity,False,True,,,Activity_35,False,False
Condition,Condition_1,appliesToIds,reference,Activity_24,Hemoglobin A1C,,Hemoglobin A1C,Activity,False,True,Activity_25,,Activity_23,False,False
Condition,Condition_2,appliesToIds,reference,Activity_27,ADAS-Cog,,ADAS-Cog,Activity,False,False,Activity_28,,Activity_26,False,False
Condition,Condition_2,appliesToIds,reference,Activity_28,CIBIC+,,CIBIC+,Activity,False,False,Activity_29,,Activity_27,False,False
Condition,Condition_2,appliesToIds,reference,Activity_29,DAD,,DAD,Activity,False,False,Activity_30,,Activity_28,False,False
Condition,Condition_2,appliesToIds,reference,Activity_30,NPI-X,,NPI-X,Activity,False,False,Activity_31,,Activity_29,False,False
