parent_entity,parent_id,parent_rel,rel_type,id,name,label,description,notes,definedProcedures,biomedicalConceptIds,bcSurrogateIds,bcCategoryIds,childIds,previousId,nextId,timelineId,instanceType
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_609,A609,,,FALSE,,False,,True,True,Activity_601,Activity_610,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_610,A610,,,FALSE,,False,,True,False,Activity_609,Activity_611,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_611,A611,,,FALSE,,False,,True,,Activity_610,Activity_613,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_613,A613,,,FALSE,,False,,False,True,Activity_611,Activity_617,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_617,A617,,,FALSE,,False,,,True,Activity_613,Activity_641,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_641,A641,,,FALSE,,,True,True,True,Activity_617,Activity_642,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_642,A642,,,FALSE,,,True,True,False,Activity_641,Activity_643,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_643,A643,,,FALSE,,,True,True,,Activity_642,Activity_645,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_645,A645,,,FALSE,,,True,False,True,Activity_643,Activity_646,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_646,A646,,,FALSE,,,True,False,False,Activity_645,Activity_647,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_647,A647,,,FALSE,,,True,False,,Activity_646,Activity_649,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_649,A649,,,FALSE,,,True,,True,Activity_647,Activity_650,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_650,A650,,,FALSE,,,True,,False,Activity_649,Activity_651,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_651,A651,,,FALSE,,,True,,,Activity_650,Activity_657,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_657,A657,,,FALSE,,,False,True,True,Activity_651,Activity_658,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_658,A658,,,FALSE,,,False,True,False,Activity_657,Activity_659,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_659,A659,,,FALSE,,,False,True,,Activity_658,Activity_661,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_661,A661,,,FALSE,,,False,False,True,Activity_659,Activity_665,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_665,A665,,,FALSE,,,False,,True,Activity_661,Activity_673,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_673,A673,,,FALSE,,,,True,True,Activity_665,Activity_674,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_674,A674,,,FALSE,,,,True,False,Activity_673,Activity_675,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_675,A675,,,FALSE,,,,True,,Activity_674,Activity_677,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_677,A677,,,FALSE,,,,False,True,Activity_675,Activity_681,,Activity
InterventionalStudyDesign,InterventionalStudyDesign_1,activities,definition,Activity_681,A681,,,FALSE,,,,,True,Activity_677,,,Activity
